provincia_nombre,provincia_id,institucion_nombre,variable_nombre,variable_periodo,variable_tipo_proceso,variable_duracion_dias,variable_cantidad
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,283,9
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,284,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,285,9
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,286,9
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,287,8
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,288,8
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,289,8
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,290,9
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,291,7
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,292,9
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,293,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,294,10
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,295,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,296,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,297,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,298,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,299,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,300,10
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,301,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,302,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,303,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,304,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,305,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,306,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,307,8
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,309,10
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,310,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,311,10
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,312,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,313,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,314,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,315,9
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,316,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,317,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,318,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,319,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,320,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,321,7
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,322,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,323,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,324,7
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,325,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,326,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,327,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,328,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,329,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,330,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,331,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,332,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,333,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,334,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,335,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,336,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,337,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,338,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,339,9
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,340,7
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,341,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,342,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,343,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,344,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,345,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,346,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,348,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,349,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,350,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,351,7
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,352,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,353,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,354,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,355,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,356,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,357,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,359,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,360,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,361,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,362,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,364,8
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,365,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,366,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,367,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,368,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,369,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,370,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,371,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,372,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,373,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,375,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,376,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,379,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,380,9
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,381,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,383,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,384,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,385,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,386,8
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,387,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,388,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,389,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,390,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,391,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,392,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,393,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,394,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,395,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,396,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,397,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,398,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,399,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,400,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,401,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,403,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,405,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,406,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,407,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,408,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,409,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,410,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,411,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,413,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,414,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,415,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,416,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,417,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,418,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,419,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,420,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,421,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,422,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,423,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,424,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,425,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,427,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,428,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,429,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,430,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,432,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,433,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,434,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,436,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,437,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,439,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,440,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,441,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,442,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,443,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,444,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,445,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,446,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,447,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,448,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,449,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,450,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,451,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,452,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,454,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,455,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,456,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,458,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,459,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,460,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,461,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,462,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,463,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,464,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,465,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,466,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,467,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,468,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,469,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,470,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,471,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,472,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,473,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,475,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,476,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,477,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,478,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,479,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,480,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,481,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,483,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,484,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,485,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,486,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,488,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,489,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,490,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,491,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,493,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,494,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,496,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,497,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,500,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,501,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,502,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,503,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,505,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,506,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,507,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,509,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,510,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,511,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,512,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,514,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,515,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,517,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,519,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,520,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,521,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,524,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,528,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,529,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,531,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,532,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,534,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,536,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,537,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,544,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,545,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,547,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,551,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,556,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,557,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,558,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,559,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,560,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2016-2017,Todos,561,1
